Biker_Age,Biker_Occupation,Biker_Education_Level,Riding_Experience,Daily_Travel_Distance,Talk_While_Riding,Smoke_While_Riding,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
56.0,Service,Above high school,11.0,81.0,Sometimes,Never,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,7.0,40.0,96.0,3.0,0.0,Moderate Accident
47.0,Service,Above high school,10.0,42.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Morning,3.0,40.0,76.0,2.0,0.0,Moderate Accident
28.0,Service,Above high school,2.0,56.0,Sometimes,Never,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,1.0,40.0,70.0,1.0,0.0,Moderate Accident
60.0,Service,Above high school,3.0,70.0,Never,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Night,3.0,40.0,100.0,3.0,0.0,Moderate Accident
46.0,Service,Above high school,4.0,50.0,Sometimes,Never,Yes,Inherited,Yes,Old,Village Road,Dry,Clear,Afternoon,2.0,40.0,83.0,1.0,0.0,Moderate Accident
56.0,Service,Above high school,13.0,91.0,Sometimes,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Noon,3.0,40.0,82.0,3.0,0.0,Moderate Accident
59.0,Service,Above high school,4.0,73.0,Sometimes,Never,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,6.0,40.0,58.0,1.0,0.0,Moderate Accident
63.0,Service,Above high school,6.0,85.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Evening,7.0,40.0,58.0,3.0,0.0,Moderate Accident
65.0,Service,Above high school,12.0,57.0,Sometimes,Never,No,Bought with own money,No,New,Village Road,Dry,Foggy,Morning,2.0,40.0,105.0,2.0,0.0,Moderate Accident
31.0,Service,Above high school,5.0,49.0,Sometimes,Sometimes,Yes,Inherited,No,Old,Village Road,Wet,Rainy,Afternoon,7.0,40.0,72.0,3.0,0.0,Moderate Accident
33.0,Service,Above high school,2.0,71.0,Sometimes,Never,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Night,7.0,40.0,67.0,1.0,0.0,Moderate Accident
62.0,Service,Above high school,7.0,55.0,Never,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,3.0,40.0,62.0,1.0,0.0,Moderate Accident
48.0,Service,Above high school,2.0,68.0,Sometimes,Never,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,2.0,40.0,56.0,1.0,0.0,Moderate Accident
34.0,Service,Above high school,11.0,45.0,Never,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,5.0,40.0,102.0,2.0,0.0,Moderate Accident
40.0,Service,Above high school,3.0,42.0,Sometimes,Never,No,Inherited,Yes,New,Village Road,Dry,Foggy,Morning,4.0,40.0,61.0,1.0,0.0,Moderate Accident
40.0,Service,Above high school,13.0,43.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,6.0,40.0,63.0,3.0,0.0,Moderate Accident
34.0,Service,Above high school,7.0,91.0,Sometimes,Never,Yes,Bought with own money,Yes,Old,Village Road,Dry,Clear,Night,5.0,40.0,97.0,1.0,0.0,Moderate Accident
47.0,Service,Above high school,1.0,72.0,Sometimes,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Afternoon,4.0,40.0,96.0,3.0,0.0,Moderate Accident
64.0,Service,Above high school,13.0,98.0,Sometimes,Never,Yes,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Noon,5.0,40.0,70.0,3.0,0.0,Moderate Accident
60.0,Service,Above high school,2.0,46.0,Sometimes,Sometimes,Yes,Inherited,Yes,New,Village Road,Dry,Clear,Afternoon,4.0,40.0,84.0,3.0,0.0,Moderate Accident
53.0,Service,Above high school,7.0,67.0,Sometimes,Never,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Evening,1.0,40.0,98.0,2.0,0.0,Moderate Accident
54.0,Service,Above high school,9.0,69.0,Sometimes,Sometimes,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Morning,2.0,40.0,101.0,1.0,0.0,Moderate Accident
54.0,Service,Above high school,7.0,45.0,Sometimes,Never,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,7.0,40.0,79.0,3.0,0.0,Moderate Accident
55.0,Service,Above high school,13.0,48.0,Sometimes,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Night,5.0,40.0,85.0,2.0,0.0,Moderate Accident
35.0,Service,Above high school,9.0,91.0,Sometimes,Never,Yes,Inherited,No,New,Village Road,Wet,Rainy,Afternoon,7.0,40.0,64.0,1.0,0.0,Moderate Accident
42.0,Service,Above high school,2.0,63.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,Village Road,Dry,Clear,Noon,8.0,40.0,80.0,3.0,0.0,Moderate Accident
31.0,Service,Above high school,13.0,84.0,Sometimes,Never,No,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,3.0,40.0,85.0,3.0,0.0,Moderate Accident
63.0,Service,Above high school,7.0,58.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Morning,6.0,40.0,70.0,2.0,0.0,Moderate Accident
42.0,Service,Above high school,4.0,59.0,Sometimes,Never,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,3.0,40.0,94.0,3.0,0.0,Moderate Accident
38.0,Service,Above high school,8.0,86.0,Sometimes,Sometimes,No,Inherited,No,New,Village Road,Dry,Foggy,Night,2.0,40.0,108.0,1.0,0.0,Moderate Accident
61.0,Service,Above high school,10.0,71.0,Never,Never,Yes,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Afternoon,3.0,40.0,85.0,2.0,0.0,Moderate Accident
51.0,Service,Above high school,12.0,80.0,Sometimes,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Noon,7.0,40.0,74.0,1.0,0.0,Moderate Accident
27.0,Service,Above high school,12.0,46.0,Sometimes,Never,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,3.0,40.0,61.0,1.0,0.0,Moderate Accident
30.0,Service,Above high school,1.0,32.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Evening,6.0,40.0,66.0,1.0,0.0,Moderate Accident
55.0,Service,Above high school,6.0,79.0,Sometimes,Never,Yes,Inherited,Yes,New,Village Road,Dry,Clear,Morning,8.0,40.0,54.0,2.0,0.0,Moderate Accident
58.0,Service,Above high school,1.0,83.0,Sometimes,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,4.0,40.0,57.0,1.0,0.0,Moderate Accident
48.0,Service,Above high school,8.0,61.0,Sometimes,Never,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Night,1.0,40.0,62.0,2.0,0.0,Moderate Accident
42.0,Service,Above high school,3.0,88.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,Village Road,Dry,Clear,Afternoon,7.0,40.0,108.0,2.0,0.0,Moderate Accident
55.0,Service,Above high school,2.0,48.0,Sometimes,Never,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Noon,2.0,40.0,65.0,2.0,0.0,Moderate Accident
57.0,Service,Above high school,12.0,51.0,Sometimes,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Afternoon,3.0,40.0,108.0,1.0,0.0,Moderate Accident
54.0,Service,Above high school,3.0,37.0,Sometimes,Never,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Morning,4.0,40.0,75.0,1.0,0.0,Moderate Accident
63.0,Service,Above high school,7.0,38.0,Never,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Afternoon,6.0,40.0,69.0,1.0,0.0,Moderate Accident
43.0,Service,Above high school,5.0,32.0,Sometimes,Never,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Night,6.0,40.0,51.0,1.0,0.0,Moderate Accident
28.0,Service,Above high school,13.0,97.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,4.0,40.0,91.0,1.0,0.0,Moderate Accident
56.0,Service,Above high school,12.0,46.0,Never,Never,No,Inherited,Yes,Old,Village Road,Dry,Foggy,Noon,7.0,40.0,106.0,3.0,0.0,Moderate Accident
37.0,Service,Above high school,11.0,45.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,5.0,40.0,68.0,1.0,0.0,Moderate Accident
59.0,Service,Above high school,2.0,43.0,Sometimes,Never,Yes,Bought with own money,Yes,Old,Village Road,Dry,Clear,Evening,7.0,40.0,68.0,2.0,0.0,Moderate Accident
30.0,Service,Above high school,10.0,71.0,Sometimes,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Morning,3.0,40.0,108.0,2.0,0.0,Moderate Accident
40.0,Service,Above high school,3.0,72.0,Never,Never,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,7.0,40.0,79.0,1.0,0.0,Moderate Accident
64.0,Service,Above high school,9.0,69.0,Sometimes,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Night,4.0,40.0,58.0,3.0,0.0,Moderate Accident
54.0,Service,Above high school,0.0,46.0,Sometimes,Never,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Afternoon,7.0,40.0,59.0,1.0,0.0,Moderate Accident
65.0,Service,Above high school,0.0,66.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Noon,1.0,40.0,82.0,3.0,0.0,Moderate Accident
55.0,Service,Above high school,9.0,40.0,Sometimes,Never,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,3.0,40.0,64.0,3.0,0.0,Moderate Accident
37.0,Service,Above high school,9.0,48.0,Sometimes,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,6.0,40.0,91.0,3.0,0.0,Moderate Accident
32.0,Service,Above high school,0.0,95.0,Sometimes,Never,Yes,Inherited,No,New,Village Road,Wet,Rainy,Afternoon,8.0,40.0,102.0,3.0,0.0,Moderate Accident
58.0,Service,Above high school,10.0,92.0,Never,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Night,3.0,40.0,62.0,2.0,0.0,Moderate Accident
57.0,Service,Above high school,11.0,77.0,Sometimes,Never,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Afternoon,3.0,40.0,100.0,3.0,0.0,Moderate Accident
53.0,Service,Above high school,3.0,97.0,Sometimes,Sometimes,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,1.0,40.0,96.0,3.0,0.0,Moderate Accident
41.0,Service,Above high school,1.0,62.0,Sometimes,Never,Yes,Bought with own money,Yes,Old,Village Road,Dry,Clear,Afternoon,4.0,40.0,51.0,1.0,0.0,Moderate Accident
60.0,Service,Above high school,11.0,75.0,Sometimes,Sometimes,No,Inherited,Yes,New,Village Road,Dry,Foggy,Evening,5.0,40.0,93.0,1.0,0.0,Moderate Accident
27.0,Service,Above high school,2.0,73.0,Sometimes,Never,Yes,Bought with own money,No,Old,Village Road,Wet,Rainy,Morning,2.0,40.0,54.0,2.0,0.0,Moderate Accident
60.0,Service,Above high school,14.0,32.0,Sometimes,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,1.0,40.0,95.0,1.0,0.0,Moderate Accident
29.0,Service,Above high school,6.0,48.0,Sometimes,Never,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Night,3.0,40.0,102.0,1.0,0.0,Moderate Accident
64.0,Service,Above high school,8.0,40.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,3.0,40.0,73.0,2.0,0.0,Moderate Accident
37.0,Service,Above high school,10.0,53.0,Sometimes,Never,Yes,Inherited,Yes,New,Village Road,Dry,Clear,Noon,1.0,40.0,75.0,1.0,0.0,Moderate Accident
65.0,Service,Above high school,4.0,50.0,Sometimes,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,2.0,40.0,109.0,2.0,0.0,Moderate Accident
35.0,Service,Above high school,6.0,65.0,Sometimes,Never,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Morning,3.0,40.0,88.0,3.0,0.0,Moderate Accident
40.0,Service,Above high school,1.0,38.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,Village Road,Dry,Clear,Afternoon,7.0,40.0,107.0,2.0,0.0,Moderate Accident
52.0,Service,Above high school,2.0,61.0,Sometimes,Never,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Night,1.0,40.0,68.0,2.0,0.0,Moderate Accident
44.0,Service,Above high school,0.0,95.0,Sometimes,Sometimes,Yes,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,6.0,40.0,73.0,1.0,1.0,Moderate Accident
29.0,Service,Above high school,3.0,62.0,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Noon,1.0,60.0,119.0,3.0,0.0,Moderate Accident
51.0,Service,Above high school,12.0,38.0,Sometimes,Sometimes,No,Bought with own money,No,New,City Road,Dry,Foggy,Afternoon,6.0,60.0,111.0,2.0,0.0,Moderate Accident
62.0,Service,Above high school,10.0,97.0,Sometimes,Never,Yes,Bought with own money,Yes,Old,City Road,Wet,Rainy,Evening,8.0,60.0,98.0,1.0,0.0,Moderate Accident
47.0,Service,Above high school,14.0,34.0,Sometimes,Sometimes,Yes,Bought with own money,No,New,City Road,Dry,Clear,Morning,2.0,60.0,113.0,2.0,0.0,Moderate Accident
53.0,Service,Above high school,3.0,96.0,Sometimes,Never,No,Inherited,Yes,Old,City Road,Dry,Foggy,Afternoon,5.0,60.0,80.0,3.0,0.0,Moderate Accident
44.0,Service,Above high school,2.0,99.0,Sometimes,Sometimes,Yes,Bought with own money,No,New,City Road,Wet,Rainy,Night,6.0,60.0,84.0,1.0,0.0,Moderate Accident
61.0,Service,Above high school,5.0,73.0,Sometimes,Never,Yes,Bought with own money,No,New,City Road,Dry,Clear,Afternoon,1.0,60.0,79.0,1.0,0.0,Moderate Accident
43.0,Service,Above high school,10.0,52.0,Sometimes,Sometimes,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Noon,3.0,60.0,105.0,2.0,0.0,Moderate Accident
57.0,Service,Above high school,15.0,59.0,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Afternoon,2.0,60.0,84.0,3.0,0.0,Moderate Accident
44.0,Service,Above high school,10.0,34.0,Sometimes,Sometimes,Yes,Inherited,Yes,Old,City Road,Dry,Clear,Morning,2.0,60.0,118.0,2.0,0.0,Moderate Accident
36.0,Service,Above high school,3.0,78.0,Sometimes,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Afternoon,7.0,60.0,81.0,3.0,0.0,Moderate Accident
26.0,Service,Above high school,10.0,61.0,Sometimes,Sometimes,Yes,Bought with own money,No,Old,City Road,Wet,Rainy,Night,5.0,60.0,100.0,2.0,0.0,Moderate Accident
45.0,Service,Above high school,4.0,80.0,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Afternoon,2.0,60.0,78.0,3.0,0.0,Moderate Accident
48.0,Service,Above high school,6.0,79.0,Sometimes,Sometimes,No,Bought with own money,No,New,City Road,Dry,Foggy,Noon,2.0,60.0,87.0,2.0,0.0,Moderate Accident
39.0,Service,Above high school,4.0,91.0,Never,Never,Yes,Inherited,Yes,New,City Road,Wet,Rainy,Afternoon,5.0,60.0,80.0,1.0,0.0,Moderate Accident
44.0,Service,Above high school,7.0,71.0,Sometimes,Sometimes,Yes,Bought with own money,No,New,City Road,Dry,Clear,Evening,5.0,60.0,111.0,3.0,0.0,Moderate Accident
27.0,Service,Above high school,15.0,98.0,Sometimes,Never,No,Bought with own money,Yes,Old,City Road,Dry,Foggy,Morning,3.0,60.0,95.0,2.0,0.0,Moderate Accident
58.0,Service,Above high school,14.0,64.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Afternoon,7.0,60.0,109.0,1.0,0.0,Moderate Accident
25.0,Service,Above high school,3.0,67.0,Sometimes,Never,Yes,Bought with own money,Yes,Old,City Road,Dry,Clear,Night,7.0,60.0,69.0,3.0,0.0,Moderate Accident
61.0,Service,Above high school,8.0,92.0,Sometimes,Sometimes,No,Inherited,Yes,New,City Road,Dry,Foggy,Afternoon,1.0,60.0,86.0,3.0,0.0,Moderate Accident
35.0,Service,Above high school,5.0,79.0,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Noon,1.0,60.0,83.0,3.0,0.0,Moderate Accident
41.0,Service,Above high school,8.0,98.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Afternoon,4.0,60.0,84.0,3.0,0.0,Moderate Accident
46.0,Service,Above high school,1.0,68.0,Sometimes,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Morning,5.0,60.0,82.0,2.0,0.0,Moderate Accident
47.0,Service,Above high school,8.0,53.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,Old,City Road,Wet,Rainy,Afternoon,7.0,60.0,95.0,2.0,0.0,Moderate Accident
59.0,Service,Above high school,4.0,33.0,Sometimes,Never,Yes,Inherited,No,New,City Road,Dry,Clear,Night,7.0,60.0,73.0,1.0,0.0,Moderate Accident
45.0,Service,Above high school,7.0,71.0,Sometimes,Sometimes,No,Bought with own money,Yes,Old,City Road,Dry,Foggy,Afternoon,5.0,60.0,68.0,2.0,0.0,Moderate Accident
61.0,Service,Above high school,15.0,43.0,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Noon,7.0,60.0,117.0,3.0,0.0,Moderate Accident
54.0,Service,Above high school,2.0,71.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Afternoon,3.0,60.0,99.0,1.0,0.0,Moderate Accident
32.0,Service,Above high school,3.0,94.0,Sometimes,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Evening,5.0,60.0,105.0,1.0,0.0,Moderate Accident
39.0,Service,Above high school,3.0,60.0,Sometimes,Sometimes,Yes,Inherited,Yes,New,City Road,Wet,Rainy,Morning,2.0,60.0,71.0,3.0,0.0,Moderate Accident
29.0,Service,Above high school,8.0,99.0,Sometimes,Never,Yes,Bought with own money,Yes,Old,City Road,Dry,Clear,Afternoon,7.0,60.0,72.0,3.0,0.0,Moderate Accident
45.0,Service,Above high school,10.0,52.0,Sometimes,Sometimes,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Night,7.0,60.0,96.0,2.0,0.0,Moderate Accident
34.0,Service,Above high school,0.0,48.0,Sometimes,Never,Yes,Bought with own money,Yes,Old,City Road,Wet,Rainy,Afternoon,3.0,60.0,104.0,2.0,0.0,Moderate Accident
39.0,Service,Above high school,12.0,46.0,Sometimes,Sometimes,Yes,Bought with own money,No,New,City Road,Dry,Clear,Noon,3.0,60.0,92.0,3.0,0.0,Moderate Accident
40.0,Service,Above high school,12.0,44.0,Sometimes,Never,No,Inherited,Yes,New,City Road,Dry,Foggy,Afternoon,5.0,60.0,119.0,3.0,0.0,Moderate Accident
59.0,Service,Above high school,2.0,99.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Morning,4.0,60.0,82.0,3.0,0.0,Moderate Accident
51.0,Service,Above high school,2.0,56.0,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Afternoon,2.0,60.0,66.0,3.0,0.0,Moderate Accident
52.0,Service,Above high school,14.0,63.0,Sometimes,Sometimes,No,Bought with own money,Yes,Old,City Road,Dry,Foggy,Night,2.0,60.0,73.0,1.0,0.0,Moderate Accident
45.0,Service,Above high school,14.0,87.0,Sometimes,Never,Yes,Bought with own money,No,New,City Road,Wet,Rainy,Afternoon,4.0,60.0,75.0,2.0,0.0,Moderate Accident
40.0,Service,Above high school,3.0,39.0,Sometimes,Sometimes,Yes,Inherited,No,Old,City Road,Dry,Clear,Noon,3.0,60.0,79.0,2.0,0.0,Moderate Accident
39.0,Service,Above high school,3.0,42.0,Never,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Afternoon,8.0,60.0,97.0,3.0,0.0,Moderate Accident
34.0,Service,Above high school,14.0,38.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Evening,1.0,60.0,109.0,3.0,1.0,Moderate Accident
60.0,Service,Above high school,2.0,79.0,Sometimes,Never,Yes,Bought with own money,No,New,City Road,Dry,Clear,Morning,7.0,60.0,104.0,1.0,0.0,Moderate Accident
41.0,Service,Above high school,3.0,32.0,Sometimes,Sometimes,No,Bought with own money,No,New,City Road,Dry,Foggy,Afternoon,6.0,60.0,66.0,2.0,0.0,Moderate Accident
49.0,Service,Above high school,0.0,50.0,Sometimes,Never,Yes,Inherited,No,Old,City Road,Wet,Rainy,Night,8.0,60.0,85.0,1.0,0.0,Moderate Accident
58.0,Service,Above high school,11.0,91.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Afternoon,3.0,60.0,66.0,1.0,0.0,Moderate Accident
37.0,Service,Above high school,3.0,59.0,Sometimes,Never,No,Bought with own money,No,Old,City Road,Dry,Foggy,Noon,2.0,60.0,76.0,2.0,0.0,Moderate Accident
53.0,Service,Above high school,3.0,52.0,Sometimes,Sometimes,Yes,Bought with own money,No,New,City Road,Wet,Rainy,Afternoon,6.0,60.0,82.0,1.0,0.0,Moderate Accident
42.0,Service,Above high school,8.0,75.0,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Morning,8.0,60.0,80.0,3.0,0.0,Moderate Accident
65.0,Service,Above high school,5.0,47.0,Sometimes,Sometimes,No,Inherited,No,New,City Road,Dry,Foggy,Afternoon,8.0,60.0,108.0,3.0,0.0,Moderate Accident
51.0,Service,Above high school,15.0,100.0,Sometimes,Never,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Night,3.0,60.0,91.0,3.0,0.0,Moderate Accident
36.0,Service,Above high school,7.0,42.0,Sometimes,Sometimes,Yes,Bought with own money,No,Old,City Road,Dry,Clear,Afternoon,1.0,60.0,74.0,3.0,0.0,Moderate Accident
49.0,Service,Above high school,14.0,86.0,Never,Never,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Noon,6.0,60.0,86.0,1.0,0.0,Moderate Accident
31.0,Service,Above high school,6.0,81.0,Sometimes,Sometimes,Yes,Bought with own money,No,Old,City Road,Wet,Rainy,Afternoon,6.0,60.0,65.0,1.0,0.0,Moderate Accident
54.0,Service,Above high school,8.0,31.0,Sometimes,Never,Yes,Inherited,Yes,New,City Road,Dry,Clear,Evening,2.0,60.0,114.0,1.0,0.0,Moderate Accident
26.0,Service,Above high school,8.0,92.0,Sometimes,Sometimes,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Morning,8.0,60.0,86.0,3.0,0.0,Moderate Accident
42.0,Service,Above high school,0.0,96.0,Never,Never,Yes,Bought with own money,Yes,New,City Road,Wet,Rainy,Afternoon,2.0,60.0,95.0,3.0,0.0,Moderate Accident
47.0,Service,Above high school,3.0,59.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Night,2.0,60.0,79.0,2.0,0.0,Moderate Accident
52.0,Service,Above high school,10.0,62.0,Sometimes,Never,No,Bought with own money,Yes,Old,City Road,Dry,Foggy,Afternoon,8.0,60.0,90.0,3.0,0.0,Moderate Accident
40.0,Service,Above high school,9.0,74.0,Sometimes,Sometimes,Yes,Inherited,Yes,New,City Road,Wet,Rainy,Noon,3.0,60.0,95.0,3.0,0.0,Moderate Accident
63.0,Service,Above high school,8.0,39.0,Sometimes,Never,Yes,Bought with own money,Yes,Old,City Road,Dry,Clear,Afternoon,8.0,60.0,104.0,1.0,0.0,Moderate Accident
60.0,Service,Above high school,3.0,69.0,Sometimes,Sometimes,No,Bought with own money,No,New,City Road,Dry,Foggy,Morning,7.0,60.0,87.0,2.0,0.0,Moderate Accident
33.0,Service,Above high school,13.0,91.0,Sometimes,Never,Yes,Bought with own money,No,New,City Road,Wet,Rainy,Afternoon,4.0,60.0,69.0,1.0,0.0,Moderate Accident
52.0,Service,Above high school,14.0,100.0,Sometimes,Sometimes,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Night,7.0,60.0,69.0,1.0,0.0,Moderate Accident
